,experiment,human_role,map,game_time,is_time_success,user_num_of_uter,user_mean_uter,user_total_uter,user_num_of_en,user_num_of_es,user_num_of_mix,user_num_of_inter_cs,% entrainment - all dialog,% entrainment - on bot inter-sentential cs,bot_num_of_uter,bot_mean_uter,bot_total_uter,bot_num_of_en,bot_num_of_es,bot_num_of_mix,bot_num_of_inter_cs,How much did you enjoy the task?,How successful do you think you were at completing the task?,dist_score
181,Baseline,navigator,1,420,0,11,1.0909090909090908,12,11,0,0,0,1.0,0,21,13.428571428571429,282,20,0,1,0,98,95,0.9855072463768116
182,Baseline,instructor,2,102,1,6,1.3333333333333333,8,6,0,0,0,0.8333333333333334,1.0,13,8.76923076923077,114,12,1,0,1,100,93,0.9855072463768116
183,Baseline,navigator,3,362,1,16,1.0,16,16,0,0,0,1.0,0,26,11.5,299,25,0,1,0,100,100,1.56
184,GPT instructor #2,navigator,0,228,1,13,1.1538461538461537,15,13,0,0,0,1.0,0,14,29.071428571428573,407,14,0,0,0,72,78,1.0365853658536586
185,GPT instructor #2,navigator,1,123,1,9,1.0,9,8,1,0,2,0.8888888888888888,0,10,22.2,222,10,0,0,0,15,39,0.6811594202898551
186,GPT instructor #2,navigator,2,89,1,3,1.0,3,3,0,0,0,1.0,0,4,24.75,99,4,0,0,0,4,50,1.4222222222222223
187,Random CS,instructor,0,256,1,5,8.8,44,3,1,1,1,1.0,1.0,11,10.181818181818182,112,8,2,1,2,51,89,
188,Random CS,navigator,1,420,0,18,1.7777777777777777,32,9,9,0,5,0.7222222222222222,0.6,31,13.0,403,12,16,3,11,11,20,0.9855072463768116
189,Random CS,instructor,2,187,1,8,10.25,82,4,4,0,2,0.5,0.5,12,10.333333333333334,124,4,5,3,2,73,100,0.9855072463768116
190,Random CS,navigator,3,266,1,12,1.25,15,2,10,0,3,0.4166666666666667,0.25,20,13.45,269,8,6,6,4,79,98,0.72
191,Random CS,instructor,0,150,1,6,7.166666666666667,43,3,3,0,2,1.0,1.0,11,10.0,110,6,5,0,2,100,100,
192,Random CS,navigator,1,287,1,12,3.25,39,5,6,1,4,0.9166666666666666,0.8,18,14.944444444444445,269,3,13,2,6,72,100,0.6666666666666666
193,Random CS,instructor,2,138,1,7,7.428571428571429,52,2,5,0,4,1.0,1.0,14,7.571428571428571,106,6,6,2,5,100,100,0.6666666666666666
194,Random CS,navigator,3,256,1,12,3.3333333333333335,40,8,4,0,5,0.9166666666666666,0.8,25,10.64,266,15,8,2,5,100,100,0.8666666666666667
195,Switch Last User CS,instructor,0,209,1,8,4.625,37,5,3,0,6,0.75,1.0,16,11.3125,181,6,9,1,5,96,91,
196,Switch Last User CS,navigator,1,0,1,6,3.3333333333333335,20,5,1,0,2,1.0,2.0,13,13.538461538461538,176,2,9,2,2,13,11,0.9855072463768116
197,Switch Last User CS,instructor,2,328,1,9,8.222222222222221,74,7,2,0,4,0.5555555555555556,0.75,17,8.235294117647058,140,4,12,1,4,84,71,0.9855072463768116
198,Switch Last User CS,navigator,3,380,1,11,3.909090909090909,43,2,8,1,3,0.5454545454545454,0.75,20,13.9,278,13,5,2,4,38,65,0.9733333333333334
199,GPT navigator #2,instructor,0,338,1,7,15.285714285714286,107,7,0,0,0,1.0,0,8,22.375,179,8,0,0,0,81,61,
200,GPT navigator #2,instructor,1,276,1,5,18.6,93,5,0,0,0,1.0,0,6,30.666666666666668,184,6,0,0,0,76,58,
201,GPT navigator #2,instructor,2,272,1,5,20.4,102,5,0,0,0,1.0,0,6,24.5,147,6,0,0,0,79,87,
202,Alternation #1,instructor,0,420,0,9,21.666666666666668,195,9,0,0,0,1.0,0,10,33.9,339,10,0,0,0,98,83,
203,Alternation #1,navigator,1,260,1,15,1.9333333333333333,29,15,0,0,0,1.0,0,16,29.625,474,16,0,0,0,51,89,0.927536231884058
204,Alternation #1,instructor,2,239,1,7,19.0,133,7,0,0,0,1.0,0,8,32.0,256,8,0,0,0,51,100,0.927536231884058
205,Alternation #1,navigator,3,420,0,17,1.9411764705882353,33,17,0,0,0,1.0,0,18,30.88888888888889,556,17,0,1,0,50,100,1.08
206,Align Last User CS,instructor,0,251,1,11,4.818181818181818,53,0,10,1,0,1.0,0,21,8.476190476190476,178,0,18,3,0,100,100,
207,Align Last User CS,navigator,1,393,1,10,3.2,32,0,9,1,0,1.0,0,15,16.333333333333332,245,0,13,2,0,74,93,1.3333333333333333
208,Align Last User CS,instructor,2,158,1,11,7.181818181818182,79,0,11,0,0,1.0,0,19,6.2631578947368425,119,0,18,1,0,97,89,1.3333333333333333
209,Align Last User CS,navigator,3,306,1,11,2.4545454545454546,27,1,8,2,0,1.0,0,18,14.333333333333334,258,2,13,3,0,31,24,3.24
210,Align Last User CS,instructor,0,383,1,5,16.4,82,0,5,0,0,1.0,0,10,14.4,144,0,8,2,0,100,100,
211,Align Last User CS,navigator,1,405,1,10,2.0,20,10,0,0,0,1.0,0,19,15.421052631578947,293,18,0,1,0,31,30,1.8840579710144927
212,Align Last User CS,instructor,2,375,1,5,28.6,143,5,0,0,0,1.0,0,9,11.777777777777779,106,8,0,1,0,100,100,1.8840579710144927
213,Align Last User CS,navigator,3,420,0,10,3.8,38,10,0,0,0,0.9,1.0,17,13.176470588235293,224,16,1,0,1,100,100,0.9866666666666667
214,Alternation #3,instructor,0,420,0,8,12.375,99,8,0,0,0,1.0,0,9,40.22222222222222,362,9,0,0,0,100,100,
215,Alternation #3,navigator,1,420,0,24,6.666666666666667,160,24,0,0,0,1.0,0,25,23.88,597,24,0,1,0,0,15,0.9855072463768116
216,Alternation #3,instructor,2,152,1,6,10.5,63,6,0,0,0,1.0,0,7,18.714285714285715,131,7,0,0,0,100,100,0.9855072463768116
217,Alternation #3,navigator,3,420,0,14,6.214285714285714,87,14,0,0,0,1.0,0,15,36.86666666666667,553,14,0,1,0,100,100,0.9866666666666667
218,Baseline,instructor,0,261,1,7,16.0,112,0,7,0,0,1.0,0,13,7.538461538461538,98,0,13,0,0,67,76,
219,Baseline,navigator,1,420,0,9,2.7777777777777777,25,0,9,0,0,1.0,0,17,15.588235294117647,265,0,15,2,0,14,13,0.9855072463768116
220,Baseline,instructor,2,190,1,4,23.0,92,4,0,0,0,0.75,1.0,9,11.11111111111111,100,6,1,2,1,67,74,0.9855072463768116
221,Baseline,navigator,3,273,1,10,3.0,30,10,0,0,0,1.0,0,21,12.714285714285714,267,19,0,2,0,79,96,0.6133333333333333
222,Random CS,instructor,0,277,1,6,10.833333333333334,65,2,3,1,3,1.0,1.0,12,10.083333333333334,121,6,4,2,2,89,94,
223,Random CS,navigator,1,398,1,14,5.071428571428571,71,6,4,4,5,0.9285714285714286,0.8571428571428571,25,11.84,296,9,14,2,7,89,60,0.7971014492753623
224,Random CS,instructor,2,194,1,9,6.777777777777778,61,5,4,0,1,0.7777777777777778,0.6666666666666666,18,7.277777777777778,131,6,8,3,3,37,60,0.7971014492753623
225,Random CS,navigator,3,420,0,15,4.933333333333334,74,11,2,2,3,0.6666666666666666,0.6153846153846154,30,13.1,393,14,16,0,13,7,2,0.9866666666666667
226,Short-context CS,instructor,0,213,1,8,5.25,42,5,2,1,1,0.5,0.3333333333333333,16,9.5625,153,10,4,2,7,97,90,
227,Short-context CS,navigator,1,420,0,16,4.75,76,12,1,3,1,0.5625,0.5,27,9.777777777777779,264,14,6,7,8,76,90,0.9855072463768116
228,Short-context CS,instructor,2,137,1,4,9.75,39,2,1,1,1,0.75,0.6666666666666666,9,9.222222222222221,83,4,5,0,4,81,93,0.9855072463768116
229,Short-context CS,navigator,3,420,0,9,4.555555555555555,41,6,2,1,2,0.7777777777777778,0.4,15,14.866666666666667,223,7,4,4,5,38,29,0.9866666666666667
230,Switch Last User CS,instructor,0,303,1,4,10.25,41,1,1,2,1,1.0,1.0,9,10.88888888888889,98,3,4,2,1,78,74,
231,Switch Last User CS,navigator,1,420,0,6,7.666666666666667,46,2,2,2,3,1.0,0.6666666666666666,10,17.2,172,2,6,2,3,29,18,0.9855072463768116
232,Switch Last User CS,instructor,2,197,1,3,13.666666666666666,41,0,0,3,0,1.0,0,7,8.142857142857142,57,0,6,1,0,88,92,0.9855072463768116
233,Switch Last User CS,navigator,3,420,0,11,8.545454545454545,94,5,2,4,2,0.9090909090909091,0.875,23,12.08695652173913,278,11,9,3,8,76,33,0.9866666666666667
234,Alternation #5,instructor,0,420,0,10,5.4,54,10,0,0,0,1.0,0,18,10.166666666666666,183,17,0,1,0,100,100,
235,Alternation #5,navigator,1,420,0,3,5.333333333333333,16,3,0,0,0,0.6666666666666666,1.0,7,11.714285714285714,82,6,1,0,1,65,22,0.9855072463768116
236,Alternation #5,instructor,2,263,1,6,8.166666666666666,49,6,0,0,0,1.0,0,12,7.25,87,10,0,2,0,99,100,0.9855072463768116
237,Alternation #5,navigator,3,420,0,8,7.75,62,8,0,0,0,1.0,0,17,14.823529411764707,252,16,0,1,0,91,67,0.9866666666666667
238,Alternation #5,instructor,0,301,1,8,12.125,97,8,0,0,0,0.875,0.5,14,8.785714285714286,123,10,1,3,2,100,92,
239,Alternation #5,navigator,1,420,0,19,4.0,76,19,0,0,0,0.9473684210526315,1.0,28,11.821428571428571,331,27,1,0,1,86,80,0.9855072463768116
240,Alternation #5,instructor,2,198,1,6,11.833333333333334,71,6,0,0,0,0.8333333333333334,1.0,10,9.1,91,9,1,0,1,60,93,0.9855072463768116
241,Alternation #5,navigator,3,420,0,19,4.947368421052632,94,19,0,0,0,1.0,0,35,14.285714285714286,500,34,0,1,0,100,100,0.9866666666666667
242,Short-context CS,instructor,0,168,1,9,5.111111111111111,46,5,3,1,2,0.7777777777777778,0.5714285714285714,17,9.470588235294118,161,10,7,0,8,100,100,
243,Short-context CS,navigator,1,219,1,3,3.3333333333333335,10,3,0,0,0,1.0,0,7,14.857142857142858,104,4,1,2,1,16,50,2.4057971014492754
244,Short-context CS,instructor,2,69,1,5,4.6,23,4,1,0,2,0.8,1.0,9,8.222222222222221,74,4,3,2,3,100,100,2.4057971014492754
245,Short-context CS,navigator,3,311,1,11,1.0,11,11,0,0,0,0.5454545454545454,0.5,21,12.333333333333334,259,13,6,2,8,0,21,1.8133333333333332
246,Switch Last User CS,instructor,0,197,1,5,8.2,41,2,3,0,4,1.0,1.0,11,7.2727272727272725,80,5,5,1,4,90,100,
247,Switch Last User CS,navigator,1,188,1,5,3.2,16,2,1,2,1,1.0,1.0,9,16.333333333333332,147,5,3,1,4,69,86,1.0
248,Switch Last User CS,instructor,2,195,1,7,6.571428571428571,46,3,4,0,6,1.0,0.8571428571428571,15,6.666666666666667,100,7,7,0,7,85,52,1.0
249,Switch Last User CS,navigator,3,420,0,11,3.6363636363636362,40,7,3,1,4,0.6363636363636364,0.6666666666666666,19,13.526315789473685,257,5,13,1,6,17,0,0.9866666666666667
250,Alternation #1,instructor,0,420,0,18,7.388888888888889,133,18,0,0,0,1.0,0,18,37.333333333333336,672,18,0,0,0,24,9,
251,Alternation #1,navigator,1,420,0,18,4.333333333333333,78,18,0,0,0,1.0,0,19,24.526315789473685,466,19,0,0,0,21,5,0.9855072463768116
252,Alternation #1,instructor,2,187,1,9,5.444444444444445,49,9,0,0,0,1.0,0,9,15.555555555555555,140,9,0,0,0,76,99,0.9855072463768116
253,Alternation #1,navigator,3,420,0,17,4.647058823529412,79,17,0,0,0,1.0,0,18,34.166666666666664,615,18,0,0,0,66,93,0.9866666666666667
254,Short-context CS,instructor,0,0,1,6,11.833333333333334,71,2,1,3,0,1.0,0.0,7,8.285714285714286,58,3,1,3,1,72,79,
255,Short-context CS,navigator,1,420,0,16,2.3125,37,10,3,3,5,0.8125,0.7777777777777778,28,11.178571428571429,313,12,9,7,9,100,100,0.9855072463768116
256,Short-context CS,instructor,2,195,1,3,6.666666666666667,20,2,0,1,0,1.0,0.6666666666666666,7,12.714285714285714,89,3,3,1,4,76,66,0.9855072463768116
257,Short-context CS,navigator,3,420,0,13,1.7692307692307692,23,12,1,0,1,0.5384615384615384,0.45454545454545453,26,11.461538461538462,298,17,6,3,11,71,83,0.9866666666666667
258,Align Last User CS,instructor,0,264,1,7,8.714285714285714,61,0,6,1,0,0.8571428571428571,1.0,14,7.714285714285714,108,2,10,2,1,92,97,
259,Align Last User CS,navigator,1,254,1,12,1.75,21,6,6,0,7,0.5,0.5,21,12.571428571428571,264,10,11,0,7,82,95,0.8695652173913043
260,Align Last User CS,instructor,2,184,1,5,15.0,75,1,3,1,1,0.8,1.0,10,8.3,83,1,9,0,2,92,93,0.8695652173913043
261,Align Last User CS,navigator,3,249,1,14,1.5,21,4,10,0,5,0.7142857142857143,0.8,25,10.04,251,5,19,1,5,71,93,0.8
262,Switch Last User CS,instructor,0,235,1,11,8.545454545454545,94,5,3,3,5,1.0,1.0,22,7.818181818181818,172,10,11,1,9,81,100,
263,Switch Last User CS,navigator,1,420,0,8,4.875,39,4,3,1,4,0.75,1.0,16,14.5,232,6,8,2,5,77,19,0.9855072463768116
264,Switch Last User CS,instructor,2,309,1,8,14.125,113,8,0,0,0,0.25,0,16,9.1875,147,0,13,3,0,85,100,0.9855072463768116
265,Switch Last User CS,navigator,3,353,1,12,4.166666666666667,50,8,3,1,5,0.6666666666666666,0.8,18,14.166666666666666,255,4,11,3,5,83,100,0.64
266,Short-context CS,instructor,0,231,1,6,9.166666666666666,55,2,1,3,0,0.8333333333333334,0.5,11,10.0,110,3,5,3,3,73,67,
267,Short-context CS,navigator,1,420,0,10,6.8,68,8,1,1,0,0.8,0.5,16,16.0,256,9,4,3,4,76,99,0.9855072463768116
268,Short-context CS,instructor,2,236,1,6,14.333333333333334,86,4,1,1,0,0.6666666666666666,0.6,13,9.23076923076923,120,9,3,1,5,81,93,0.9855072463768116
269,Short-context CS,navigator,3,328,1,12,6.583333333333333,79,12,0,0,0,0.5833333333333334,0.4444444444444444,22,12.090909090909092,266,14,6,2,10,24,74,1.1733333333333333
270,GPT navigator #2,instructor,0,358,1,9,14.222222222222221,128,9,0,0,0,1.0,0,10,16.9,169,10,0,0,0,70,84,
271,GPT navigator #2,instructor,1,420,0,7,18.285714285714285,128,7,0,0,0,1.0,0,8,36.25,290,8,0,0,0,31,28,
272,GPT navigator #2,instructor,2,406,1,6,21.5,129,6,0,0,0,1.0,0,7,66.71428571428571,467,7,0,0,0,37,79,
273,Alternation #2,instructor,0,218,1,17,6.117647058823529,104,16,1,0,1,0.9411764705882353,0,18,27.5,495,18,0,0,0,72,73,
274,Alternation #2,navigator,1,350,1,10,10.2,102,10,0,0,0,1.0,0,11,33.54545454545455,369,11,0,0,0,83,78,0.6376811594202898
275,Alternation #2,instructor,2,393,1,12,14.833333333333334,178,12,0,0,0,1.0,0,13,34.84615384615385,453,13,0,0,0,77,74,0.6376811594202898
276,Alternation #2,navigator,3,405,1,18,5.055555555555555,91,18,0,0,0,1.0,0,19,34.473684210526315,655,19,0,0,0,23,37,1.16
277,GPT instructor #2,navigator,0,62,1,12,3.0,36,12,0,0,0,1.0,0,13,38.61538461538461,502,12,0,1,0,85,88,1.2317073170731707
278,GPT instructor #2,navigator,1,76,1,6,1.5,9,6,0,0,0,1.0,0,7,15.0,105,7,0,0,0,97,97,1.173913043478261
279,GPT instructor #2,navigator,2,95,1,5,3.2,16,5,0,0,0,1.0,0,6,20.333333333333332,122,5,0,1,0,95,96,1.2222222222222223
280,Align Last User CS,instructor,0,113,1,4,7.0,28,1,3,0,2,0.5,0.0,9,9.222222222222221,83,2,6,1,2,92,100,
281,Align Last User CS,navigator,1,266,1,14,3.5714285714285716,50,9,2,3,1,0.9285714285714286,1.0,26,11.961538461538462,311,19,6,1,2,23,79,0.9130434782608695
282,Align Last User CS,instructor,2,251,1,5,18.8,94,0,4,1,0,1.0,0,11,6.090909090909091,67,0,10,1,0,93,86,0.9130434782608695
283,Align Last User CS,navigator,3,395,1,11,5.181818181818182,57,1,5,5,0,1.0,0,17,16.294117647058822,277,1,13,3,0,23,24,0.92
284,Align Last User CS,instructor,0,420,0,4,4.25,17,4,0,0,0,1.0,0,6,13.833333333333334,83,5,0,1,0,89,80,
285,Align Last User CS,navigator,1,169,1,0,0,0.0,0,0,0,0,0,0,1,4.0,4,0,0,1,0,95,97,0.8260869565217391
286,Align Last User CS,instructor,2,420,0,1,16.0,16,0,1,0,0,1.0,0,3,8.0,24,0,3,0,0,81,74,0.8260869565217391
287,Align Last User CS,navigator,3,420,0,2,1.5,3,0,2,0,0,1.0,0,5,16.2,81,0,5,0,0,87,94,0.9866666666666667
288,GPT instructor #1,navigator,0,331,1,5,1.2,6,5,0,0,0,1.0,0,6,54.5,327,6,0,0,0,64,60,1.024390243902439
289,GPT instructor #1,navigator,1,293,1,13,1.0,13,13,0,0,0,1.0,0,14,38.42857142857143,538,14,0,0,0,55,88,0.6956521739130435
290,GPT instructor #1,navigator,2,197,1,6,1.0,6,5,1,0,1,0.8333333333333334,0,7,42.0,294,7,0,0,0,25,40,1.0222222222222221
291,Align Last User CS,instructor,0,420,0,11,9.636363636363637,106,0,11,0,0,1.0,0,19,6.368421052631579,121,0,16,3,0,100,87,
292,Align Last User CS,navigator,1,420,0,16,4.1875,67,3,12,1,3,0.75,0.5,29,9.0,261,5,20,4,4,100,100,0.9855072463768116
293,Align Last User CS,instructor,2,249,1,15,8.066666666666666,121,13,1,1,2,0.8666666666666667,0.5,23,8.08695652173913,186,20,1,2,2,100,100,0.9855072463768116
294,Align Last User CS,navigator,3,384,1,13,6.384615384615385,83,5,3,5,2,0.7692307692307693,1.0,26,14.461538461538462,376,20,5,1,5,100,100,1.1066666666666667
295,Switch Last User CS,instructor,0,243,1,7,9.142857142857142,64,7,0,0,0,0.0,0,14,6.428571428571429,90,0,13,1,0,100,100,
296,Switch Last User CS,navigator,1,264,1,5,5.2,26,5,0,0,0,0.6,0,9,13.88888888888889,125,0,6,3,0,23,13,1.0434782608695652
297,Switch Last User CS,instructor,2,232,1,6,13.0,78,5,1,0,1,0.3333333333333333,1.0,13,8.538461538461538,111,2,10,1,1,78,100,1.0434782608695652
298,Switch Last User CS,navigator,3,350,1,11,2.090909090909091,23,0,11,0,0,0.09090909090909091,0,16,17.25,276,14,0,2,0,82,82,0.96
299,Short-context CS,instructor,0,228,1,10,4.3,43,5,4,1,4,0.9,0.875,20,8.3,166,13,5,2,9,67,72,
300,Short-context CS,navigator,1,311,1,10,2.8,28,7,2,1,3,0.8,0.7777777777777778,20,11.5,230,13,7,0,10,70,67,1.2608695652173914
301,Short-context CS,instructor,2,238,1,7,11.428571428571429,80,7,0,0,0,0.5714285714285714,0.5,14,7.571428571428571,106,6,3,4,3,85,76,1.2608695652173914
302,Short-context CS,navigator,3,355,1,13,1.7692307692307692,23,12,0,1,0,0.5384615384615384,0.45454545454545453,23,12.304347826086957,283,16,6,1,12,62,75,0.6533333333333333
303,Switch Last User CS,instructor,0,369,1,6,11.333333333333334,68,2,2,2,2,1.0,1.0,12,8.416666666666666,101,7,3,2,3,77,83,
304,Switch Last User CS,navigator,1,420,0,11,4.636363636363637,51,6,4,1,8,1.0,1.0,18,10.38888888888889,187,9,7,2,8,39,35,0.9855072463768116
305,Switch Last User CS,instructor,2,114,1,4,6.5,26,1,2,1,2,1.0,1.0,9,9.333333333333334,84,4,3,2,2,74,96,0.9855072463768116
306,Switch Last User CS,navigator,3,420,0,9,6.0,54,4,5,0,8,1.0,1.0,15,13.0,195,8,6,1,8,21,36,0.9866666666666667
307,Align Last User CS,instructor,0,309,1,10,3.8,38,10,0,0,0,1.0,0,18,8.333333333333334,150,17,0,1,0,100,100,
308,Align Last User CS,navigator,1,420,0,12,3.3333333333333335,40,12,0,0,0,1.0,0,22,14.590909090909092,321,21,0,1,0,71,86,0.9855072463768116
309,Align Last User CS,instructor,2,269,1,6,9.166666666666666,55,6,0,0,0,1.0,0,11,6.363636363636363,70,9,0,2,0,100,100,0.9855072463768116
310,Align Last User CS,navigator,3,420,0,4,3.25,13,4,0,0,0,1.0,0,5,17.2,86,4,0,1,0,32,76,0.9866666666666667
311,Align Last User CS,instructor,0,295,1,5,15.6,78,5,0,0,0,1.0,0,10,17.1,171,8,0,2,0,48,78,
312,Align Last User CS,navigator,1,238,1,9,1.0,9,7,2,0,1,1.0,0,18,12.944444444444445,233,13,4,1,0,26,37,0.34782608695652173
313,Align Last User CS,instructor,2,121,1,3,24.666666666666668,74,3,0,0,0,1.0,0,7,11.285714285714286,79,5,0,1,0,67,71,0.34782608695652173
314,Align Last User CS,navigator,3,230,1,13,1.0,13,13,0,0,0,1.0,0,24,12.583333333333334,302,23,0,1,0,10,32,0.56
315,Alternation #4,instructor,0,420,0,3,49.333333333333336,148,3,0,0,0,1.0,0,4,65.5,262,4,0,0,0,83,63,
316,Alternation #4,navigator,1,420,0,16,7.875,126,16,0,0,0,1.0,0,17,24.294117647058822,413,17,0,0,0,42,72,0.9855072463768116
317,Alternation #4,instructor,2,387,1,12,15.666666666666666,188,12,0,0,0,1.0,0,13,27.23076923076923,354,13,0,0,0,84,85,0.9855072463768116
318,Alternation #4,navigator,3,420,0,10,14.5,145,10,0,0,0,1.0,0,11,35.81818181818182,394,11,0,0,0,83,80,0.9866666666666667
319,Random CS,instructor,0,254,1,5,22.2,111,5,0,0,0,1.0,0,10,6.1,61,7,2,1,1,91,88,
320,Random CS,navigator,1,355,1,12,3.5,42,6,5,1,5,1.0,1.0,20,13.95,279,9,6,5,3,70,66,1.681159420289855
321,Random CS,instructor,2,192,1,6,15.666666666666666,94,4,2,0,2,1.0,1.0,12,8.333333333333334,100,7,3,2,1,85,64,1.681159420289855
322,Random CS,navigator,3,229,1,10,2.9,29,7,2,1,3,0.7,0.3333333333333333,17,15.647058823529411,266,3,10,4,3,59,53,0.7466666666666667
323,GPT instructor #1,navigator,0,420,0,17,2.588235294117647,44,17,0,0,0,1.0,0,18,32.27777777777778,581,18,0,0,0,29,46,0.6829268292682927
324,GPT instructor #1,navigator,1,387,1,15,3.2666666666666666,49,15,0,0,0,1.0,0,16,43.875,702,16,0,0,0,36,78,0.5217391304347826
325,GPT instructor #1,navigator,2,280,1,15,3.0,45,12,3,0,3,0.8,1.0,16,30.1875,483,13,2,1,1,22,76,1.1777777777777778
326,Short-context CS,instructor,0,375,1,22,7.7727272727272725,171,22,0,0,0,0.5909090909090909,0.4375,30,8.9,267,21,8,1,16,100,80,
327,Short-context CS,navigator,1,335,1,9,1.2222222222222223,11,9,0,0,0,0.4444444444444444,0.5,17,13.529411764705882,230,12,5,0,9,76,75,0.7391304347826086
328,Short-context CS,instructor,2,148,1,11,8.181818181818182,90,11,0,0,0,0.45454545454545453,0.5,20,8.25,165,14,6,0,11,76,80,0.7391304347826086
329,Short-context CS,navigator,3,224,1,11,1.0,11,11,0,0,0,0.45454545454545453,0.5,21,12.80952380952381,269,15,6,0,11,75,82,0.6266666666666667
330,GPT instructor #2,navigator,0,420,0,7,6.285714285714286,44,7,0,0,0,1.0,0,8,29.5,236,8,0,0,0,99,70,0.9878048780487805
331,GPT instructor #2,navigator,1,420,0,6,7.166666666666667,43,6,0,0,0,1.0,0,7,33.142857142857146,232,7,0,0,0,98,91,0.9855072463768116
332,GPT instructor #2,navigator,2,420,0,9,5.555555555555555,50,9,0,0,0,1.0,0,10,32.6,326,10,0,0,0,98,79,0.9777777777777777
333,Switch Last User CS,instructor,0,420,0,5,2.0,10,5,0,0,0,0.2,0,10,8.3,83,0,8,2,0,96,92,
334,Switch Last User CS,navigator,1,293,1,0,0,0.0,0,0,0,0,0,0,1,6.0,6,0,1,0,0,83,100,2.4782608695652173
335,Switch Last User CS,instructor,2,420,0,1,1.0,1,1,0,0,0,1.0,0,3,8.333333333333334,25,0,2,1,0,70,88,2.4782608695652173
336,Switch Last User CS,navigator,3,420,0,1,1.0,1,0,0,1,0,1.0,0,3,11.666666666666666,35,2,1,0,1,59,66,0.9866666666666667
337,Baseline,instructor,0,273,1,8,6.75,54,0,7,1,0,1.0,0,15,6.733333333333333,101,0,15,0,0,76,79,
338,Baseline,navigator,1,309,1,12,2.6666666666666665,32,2,10,0,4,0.8333333333333334,0,23,10.782608695652174,248,0,22,1,0,18,79,1.0724637681159421
339,Baseline,instructor,2,185,1,6,10.666666666666666,64,5,0,1,0,1.0,0,13,8.153846153846153,106,12,0,1,0,77,83,1.0724637681159421
340,Baseline,navigator,3,289,1,11,3.8181818181818183,42,10,0,1,0,1.0,0,21,12.142857142857142,255,19,0,2,0,41,83,0.88
341,Switch Last User CS,instructor,0,241,1,9,10.222222222222221,92,5,4,0,8,1.0,1.0,17,8.058823529411764,137,7,9,1,8,65,67,
342,Switch Last User CS,navigator,1,420,0,9,14.88888888888889,134,4,4,1,7,1.0,0.8333333333333334,17,11.882352941176471,202,8,7,2,7,31,16,0.9855072463768116
343,Switch Last User CS,instructor,2,110,1,5,10.8,54,2,2,1,3,1.0,1.0,11,6.909090909090909,76,6,3,2,3,83,83,0.9855072463768116
344,Switch Last User CS,navigator,3,351,1,10,9.4,94,2,2,6,2,1.0,1.0,18,13.666666666666666,246,4,10,4,3,28,49,1.3866666666666667
345,GPT instructor #1,navigator,0,374,1,10,1.0,10,10,0,0,0,1.0,0,11,31.545454545454547,347,11,0,0,0,72,100,0.6219512195121951
346,GPT instructor #1,navigator,1,250,1,6,1.0,6,6,0,0,0,1.0,0,7,49.857142857142854,349,7,0,0,0,80,100,0.42028985507246375
347,GPT instructor #1,navigator,2,280,1,10,1.5,15,10,0,0,0,1.0,0,11,28.181818181818183,310,11,0,0,0,73,100,0.8666666666666667
348,Switch Last User CS,instructor,0,183,1,6,7.333333333333333,44,3,3,0,5,1.0,1.0,11,8.636363636363637,95,5,5,1,5,98,81,
349,Switch Last User CS,navigator,1,420,0,11,7.909090909090909,87,6,5,0,8,0.9090909090909091,1.0,19,11.894736842105264,226,6,7,6,3,100,64,0.9855072463768116
350,Switch Last User CS,instructor,2,181,1,5,8.6,43,3,2,0,4,1.0,1.0,11,10.181818181818182,112,4,5,2,3,90,91,0.9855072463768116
351,Switch Last User CS,navigator,3,420,0,11,9.545454545454545,105,6,4,1,8,1.0,1.0,22,12.136363636363637,267,9,10,3,9,30,24,0.9866666666666667
352,Baseline,instructor,0,296,1,8,4.625,37,7,0,1,0,0.125,0,14,8.714285714285714,122,0,13,1,0,100,76,
353,Baseline,navigator,1,370,1,9,1.0,9,9,0,0,0,0.2222222222222222,0,15,15.466666666666667,232,0,13,2,0,68,92,2.710144927536232
354,Baseline,instructor,2,288,1,5,6.6,33,5,0,0,0,0.0,0,11,5.181818181818182,57,0,11,0,0,50,50,2.710144927536232
355,Baseline,navigator,3,272,1,10,1.0,10,10,0,0,0,0.9,1.0,20,12.2,244,19,1,0,1,50,50,1.1466666666666667
356,GPT navigator #1,instructor,0,300,0,2,26.0,52,2,0,0,0,1.0,0,3,15.666666666666666,47,3,0,0,0,86,5,
357,GPT navigator #1,instructor,1,300,0,2,32.5,65,2,0,0,0,1.0,0,3,25.0,75,3,0,0,0,27,0,
358,GPT navigator #1,instructor,2,300,0,5,21.6,108,5,0,0,0,1.0,0,6,26.0,156,6,0,0,0,86,100,
359,Align Last User CS,instructor,0,420,0,9,10.555555555555555,95,0,7,2,0,1.0,0,18,6.611111111111111,119,0,16,2,0,100,87,
360,Align Last User CS,navigator,1,420,0,11,2.909090909090909,32,0,11,0,0,1.0,0,22,10.5,231,0,22,0,0,100,79,0.9855072463768116
361,Align Last User CS,instructor,2,291,1,8,7.625,61,6,0,2,0,1.0,0,12,6.916666666666667,83,11,0,1,0,97,89,0.9855072463768116
362,Align Last User CS,navigator,3,420,0,10,4.4,44,9,0,1,0,1.0,0,20,10.6,212,19,0,1,0,79,79,0.9866666666666667
363,Random CS,instructor,0,409,1,5,6.6,33,5,0,0,0,0.4,0,9,17.555555555555557,158,1,6,2,0,84,79,
